Age,AnnualIncome,LoanAmount,CreditScore,EmploymentType,YearsOfExperience,ExistingLoans,MaritalStatus,DefaultProbability,Default
40,105475,87611,653,Salaried,20,1,Married,64.54777245055689,1
32,49016,40100,522,Salaried,1,4,Single,100.0,1
45,71737,55541,587,Self-Employed,1,3,Single,100.0,1
51,175573,87903,639,Salaried,30,4,Single,72.7069726379543,1
19,12000,4092,659,Salaried,0,1,Single,63.89007268493259,1
49,160306,156195,653,Salaried,22,3,Single,65.45439337321834,1
24,5368,6506,424,Student,0,4,Single,100.0,1
39,54613,19743,631,Salaried,5,0,Married,56.14704340042564,1
25,13177,4865,611,Student,0,0,Single,83.55757622580013,1
42,23401,6774,607,Salaried,0,2,Single,60.25595608557238,1
39,54865,25535,668,Self-Employed,11,0,Married,47.688440607931604,0
39,96170,11560,592,Self-Employed,12,0,Single,44.82821727901072,0
66,83913,33775,607,Self-Employed,11,1,Single,71.08502993616644,1
69,143129,44457,736,Salaried,18,0,Divorced,0.0,0
59,90437,84518,715,Salaried,8,0,Single,40.147876224313116,0
23,12000,7607,532,Self-Employed,1,1,Single,96.38484932599809,1
32,64536,35895,706,Salaried,0,0,Married,41.0696833987298,0
60,84606,50468,718,Salaried,9,0,Single,23.658198727066342,0
54,89160,7989,614,Salaried,11,2,Married,38.17616497624679,0
24,9420,7146,699,Student,0,0,Married,100.0,1
25,29239,2351,587,Salaried,3,0,Single,58.54931214295667,1
61,38513,26663,600,Self-Employed,3,2,Married,56.05486710635789,1
61,81568,63304,649,Salaried,0,1,Married,61.07960340777265,1
22,58935,20237,623,Salaried,1,0,Single,51.12258299160177,0
56,140826,81194,573,Self-Employed,33,4,Married,92.71065538587085,1
21,46775,29451,620,Salaried,0,1,Single,73.27115293193707,1
23,43270,8233,627,Salaried,0,1,Married,54.98309205187666,0
62,137955,91817,758,Self-Employed,32,0,Single,22.716227383588933,0
49,139543,116896,639,Self-Employed,27,2,Married,81.99832073917551,1
69,127097,53435,687,Salaried,20,1,Single,39.76232609685097,0
19,10743,4497,545,Student,0,2,Married,100.0,1
64,90791,69824,613,Self-Employed,4,4,Single,79.160829807365,1
18,8117,8793,478,Student,0,2,Married,100.0,1
57,42992,16022,498,Salaried,0,3,Married,100.0,1
69,75730,37747,634,Salaried,5,2,Married,59.56072367020982,1
22,9273,8420,570,Student,0,1,Married,100.0,1
19,11316,8139,540,Student,0,2,Married,100.0,1
67,80872,37161,583,Salaried,4,2,Married,90.60006732032755,1
59,147510,112792,692,Salaried,25,3,Divorced,59.362911921357224,1
47,85536,66477,683,Salaried,8,3,Single,67.87602712923348,1
36,98999,93935,650,Salaried,14,0,Married,58.875833386566214,1
34,72213,65053,613,Salaried,12,1,Married,64.85690884823572,1
36,80251,54984,631,Salaried,11,0,Divorced,62.22071356762929,1
22,3628,7924,477,Student,0,3,Divorced,100.0,1
43,61229,10377,658,Salaried,1,2,Single,48.72920573918681,0
54,43274,11355,549,Self-Employed,3,3,Single,100.0,1
43,113251,11033,596,Salaried,17,4,Married,59.92775488165037,1
40,110447,12538,616,Salaried,20,2,Married,32.4136631655072,0
26,13671,7204,608,Salaried,1,0,Married,87.7380712412247,1
29,70772,20272,576,Salaried,1,2,Married,79.26059079270298,1
18,21188,8172,529,Self-Employed,0,4,Married,100.0,1
19,3997,1401,535,Student,0,3,Single,100.0,1
64,136751,7776,722,Salaried,14,1,Divorced,0.0,0
51,71703,18889,637,Salaried,13,1,Married,50.664661807026924,0
49,137939,47270,719,Salaried,24,1,Single,35.06421389408949,0
19,8767,6066,458,Student,0,3,Married,100.0,1
42,174881,137762,715,Self-Employed,21,1,Married,34.26062664521007,0
57,152226,71918,606,Salaried,24,4,Single,53.4038911769959,0
62,92264,77846,636,Self-Employed,14,3,Single,92.75759488035779,1
18,12000,3730,519,Self-Employed,0,1,Divorced,89.96374232550235,1
33,89430,50822,709,Salaried,12,0,Single,43.345105702457,0
56,61112,61738,542,Salaried,7,3,Married,100.0,1
22,12906,7630,492,Student,0,3,Married,100.0,1
39,100309,90075,555,Self-Employed,13,2,Married,88.40025686336628,1
46,32528,2968,668,Salaried,0,1,Married,28.644670043166,0
20,31433,18541,671,Salaried,0,0,Single,61.620872610072766,1
29,43551,8804,469,Salaried,7,4,Married,93.9356256956562,1
43,121219,109542,629,Salaried,17,3,Single,87.42873009199877,1
33,58952,41428,524,Self-Employed,5,4,Married,100.0,1
68,155944,101294,671,Salaried,29,4,Single,51.49673830159446,0
54,69308,34372,646,Self-Employed,8,4,Married,91.52589144061022,1
22,8906,2813,538,Student,0,2,Single,100.0,1
46,31421,8735,506,Salaried,2,4,Single,79.14144886986568,1
31,49224,14427,572,Salaried,1,1,Single,77.1489432445213,1
45,65636,33424,618,Salaried,9,1,Single,55.49969826135981,1
22,82781,102566,602,Self-Employed,0,0,Married,100.0,1
64,140794,20691,767,Salaried,26,0,Single,0.0,0
66,63840,48550,628,Self-Employed,5,4,Divorced,72.39593051385371,1
23,2202,5029,525,Student,0,4,Divorced,100.0,1
63,177745,74412,685,Salaried,31,2,Married,34.03615843526285,0
25,2401,5220,523,Student,0,4,Single,100.0,1
22,2027,8080,502,Unemployed,1,4,Single,100.0,1
29,51794,4167,467,Salaried,6,4,Married,93.49713646760823,1
33,53389,3311,537,Salaried,4,3,Single,69.12411458014137,1
43,889,9696,478,Unemployed,17,3,Single,100.0,1
43,178,4733,544,Unemployed,13,2,Married,100.0,1
65,105849,23746,724,Salaried,14,2,Married,0.0,0
38,66146,24566,546,Salaried,9,1,Married,60.530725581128024,1
56,98171,7596,615,Salaried,25,2,Single,19.426974047730383,0
53,2983,7860,600,Unemployed,31,1,Married,100.0,1
50,79198,40608,537,Salaried,6,4,Single,100.0,1
47,156650,139103,703,Salaried,27,2,Single,58.76920463779057,1
54,141085,20941,694,Self-Employed,31,2,Divorced,16.496780664331702,0
40,87715,6822,650,Salaried,12,2,Single,29.67793691063722,0
27,70141,27100,646,Self-Employed,6,1,Single,70.3718592030354,1
22,15546,13404,551,Salaried,1,1,Single,100.0,1
24,4787,3284,559,Student,0,0,Divorced,100.0,1
51,79491,26018,636,Salaried,5,1,Married,35.49385824153459,0
69,92461,39608,697,Self-Employed,10,1,Married,44.462340356886564,0
48,62806,20623,491,Self-Employed,7,3,Married,100.0,1
27,69829,5193,607,Salaried,3,2,Single,30.24688725193498,0
36,15328,12035,668,Salaried,0,1,Married,57.43807838341209,1
49,66277,15921,625,Salaried,7,2,Single,48.235165851652866,0
18,12000,5338,531,Salaried,0,2,Single,96.98591182246555,1
22,12000,5896,521,Self-Employed,2,3,Married,100.0,1
62,216832,41510,739,Self-Employed,34,2,Divorced,0.0,0
21,26993,7902,627,Salaried,0,1,Single,71.58833292780365,1
33,58478,25746,584,Self-Employed,13,2,Single,98.59116788897408,1
41,76127,41432,652,Self-Employed,2,0,Single,70.83462468535437,1
33,77482,23777,587,Self-Employed,13,0,Single,56.23836612699682,1
19,16101,17548,518,Salaried,0,3,Divorced,100.0,1
66,142030,41014,658,Salaried,20,1,Married,51.5683485337601,0
45,89267,18698,574,Salaried,14,3,Married,84.70803922055306,1
49,115858,43399,735,Salaried,23,0,Married,15.76441860317878,0
44,112231,42012,707,Salaried,16,1,Single,15.657518624949084,0
37,97579,47813,637,Salaried,17,2,Married,50.4891821000201,0
41,58096,44646,679,Salaried,1,1,Married,69.65604469397739,1
29,39229,10020,445,Self-Employed,3,4,Married,100.0,1
67,163485,40516,799,Salaried,24,1,Divorced,0.0,0
52,146910,45285,630,Salaried,27,2,Married,41.51243336640643,0
50,111990,58674,608,Salaried,13,4,Single,74.30450251685086,1
50,100999,103740,583,Salaried,10,3,Married,97.79962183543685,1
68,125543,70480,719,Salaried,12,1,Single,35.08241913472146,0
60,164624,37033,667,Salaried,30,3,Single,36.32168044756138,0
54,143540,71064,746,Salaried,24,1,Single,23.183948318807357,0
29,51339,21091,738,Salaried,6,0,Single,25.981098817479158,0
20,13134,8770,630,Salaried,0,0,Married,74.02507747449164,1
18,55049,17673,557,Salaried,0,2,Married,80.66965411184597,1
19,5116,1722,633,Student,0,0,Divorced,87.14342540526343,1
57,142600,90138,547,Salaried,23,4,Married,87.44485082655883,1
27,29491,2355,485,Salaried,0,4,Married,99.41397898850356,1
60,127155,65157,683,Salaried,24,1,Single,33.09072032528441,0
61,132928,85154,636,Salaried,27,3,Single,73.34476545083288,1
46,96861,18957,546,Salaried,3,4,Married,67.05779546049192,1
30,21152,9073,617,Salaried,1,1,Married,80.80070780149036,1
29,43334,29274,547,Self-Employed,5,3,Married,100.0,1
48,60255,43240,655,Salaried,1,0,Single,73.93890471867043,1
63,73412,35759,729,Salaried,2,1,Single,17.098746381603377,0
19,43821,25763,512,Self-Employed,0,3,Married,100.0,1
23,9366,2025,569,Student,0,2,Single,98.164378047566,1
67,91168,91558,645,Salaried,7,2,Single,60.43355690095227,1
52,150526,93434,609,Salaried,30,4,Married,78.73149670142425,1
40,88015,85192,556,Salaried,15,3,Single,100.0,1
34,39978,4161,512,Salaried,2,2,Married,34.481986710167845,0
43,90959,105101,542,Salaried,17,4,Single,99.91029583341681,1
25,12108,2000,492,Salaried,5,1,Single,69.69326164271027,1
46,134780,84021,689,Self-Employed,13,1,Single,57.41386177638542,1
43,44672,29600,555,Salaried,2,3,Married,94.71357255987203,1
27,30983,27351,585,Salaried,7,3,Single,100.0,1
43,47682,7496,538,Salaried,0,3,Married,82.44606377935018,1
51,110291,52086,609,Self-Employed,11,3,Single,73.4327809715048,1
68,163829,45130,758,Salaried,29,2,Married,0.0,0
58,92784,31581,685,Self-Employed,18,2,Single,46.217568499304605,0
24,15565,10303,504,Salaried,2,4,Married,100.0,1
21,61624,65451,524,Salaried,0,2,Married,100.0,1
67,64044,38953,693,Salaried,6,1,Divorced,54.6794243427394,0
62,56764,65530,567,Salaried,6,4,Single,100.0,1
28,56368,46443,555,Salaried,8,2,Single,100.0,1
46,70227,20360,649,Salaried,3,3,Single,54.00201068540069,0
53,161877,113362,745,Salaried,24,2,Married,25.260930707439087,0
42,99867,29370,636,Self-Employed,16,0,Married,42.783097949853065,0
38,76093,84452,632,Salaried,11,4,Married,95.1623203427804,1
53,51240,28866,609,Salaried,5,2,Single,70.69846817414098,1
27,52023,31749,609,Salaried,1,2,Single,64.63977182484076,1
54,127056,13108,767,Self-Employed,20,1,Single,0.0,0
26,3166,2011,451,Unemployed,2,3,Divorced,100.0,1
41,46344,14984,579,Salaried,1,3,Married,94.90097262243559,1
52,72392,37464,681,Salaried,3,1,Divorced,49.6981814868016,0
66,184770,10578,808,Salaried,31,1,Single,0.0,0
19,9793,2752,568,Student,0,0,Married,93.35160549830361,1
65,219708,207371,706,Self-Employed,28,4,Married,70.31413359307986,1
53,24025,13430,537,Salaried,1,3,Single,100.0,1
35,32024,26579,533,Salaried,1,1,Married,100.0,1
66,146462,34198,684,Salaried,26,1,Divorced,28.37950889609229,0
56,122196,23163,579,Salaried,17,4,Divorced,60.50243778840723,1
49,78466,74817,692,Self-Employed,3,1,Married,77.22189621231189,1
41,103406,89587,673,Salaried,18,0,Single,46.46519485413266,0
40,107263,19481,549,Salaried,12,4,Single,58.69091834413179,1
49,93396,26350,642,Self-Employed,19,0,Divorced,35.79385753733893,0
54,111401,39381,632,Self-Employed,20,2,Single,57.88252717660707,1
29,35067,13437,583,Salaried,6,3,Married,87.04797217354638,1
66,166234,110971,686,Self-Employed,29,1,Married,42.96184782509977,0
30,57624,19916,526,Salaried,8,4,Married,75.91088968704844,1
24,14116,5968,560,Student,0,0,Divorced,100.0,1
42,72355,28357,600,Self-Employed,1,3,Single,84.88989878243287,1
52,82725,64056,688,Salaried,7,3,Single,80.06156189975844,1
58,188462,74718,698,Self-Employed,18,1,Single,13.429106391139396,0
18,6521,3455,503,Student,0,3,Married,100.0,1
34,65543,58801,617,Salaried,9,1,Single,54.142792457139166,0
66,146971,143742,669,Salaried,27,2,Single,39.14068422778486,0
37,57888,20049,620,Self-Employed,3,1,Married,57.78609769837906,1
65,140903,129054,816,Salaried,30,0,Divorced,19.99426279262047,0
42,106006,34814,601,Salaried,15,3,Single,57.176357239763405,1
20,2121,3427,486,Student,0,3,Single,100.0,1
30,66529,31459,545,Self-Employed,9,3,Divorced,94.64934041864593,1
36,58071,31599,635,Salaried,5,1,Single,51.275989763198055,0
66,128512,56696,584,Salaried,9,4,Single,80.10498345542706,1
53,87298,29561,665,Salaried,8,1,Single,29.048008173988812,0
29,45843,23773,644,Salaried,6,0,Married,69.52607529015498,1
58,105378,85096,640,Salaried,18,1,Single,56.81667436373553,1
36,88126,84590,656,Self-Employed,11,3,Divorced,86.88349328707865,1
29,77799,67449,663,Salaried,8,2,Married,61.678663146073596,1
26,57706,40744,727,Salaried,3,0,Married,40.93368548726919,0
24,16717,7122,574,Salaried,0,2,Single,100.0,1
45,276,2796,579,Unemployed,9,0,Married,100.0,1
31,50949,18461,626,Salaried,4,0,Married,33.79662583014921,0
48,68049,13113,593,Salaried,6,3,Married,71.3107413948423,1
69,167925,56709,773,Salaried,29,1,Married,4.1669276403007185,0
36,86569,46561,584,Salaried,4,3,Married,85.41277079086491,1
64,134823,81421,648,Salaried,16,3,Divorced,55.66429990118136,1
33,31240,15623,571,Salaried,1,3,Married,100.0,1
22,25915,22929,523,Salaried,2,2,Married,100.0,1
52,136548,54382,784,Salaried,20,0,Single,0.0,0
29,36134,12173,518,Salaried,5,4,Single,88.579668262062,1
42,81515,46258,674,Salaried,6,1,Single,36.52391551682095,0
69,88314,29317,598,Salaried,5,3,Married,71.21632514509564,1
38,108265,62117,673,Salaried,17,0,Married,30.709824357256,0
53,101648,54160,650,Salaried,15,1,Married,61.6373351504386,1
40,36652,27435,519,Salaried,1,4,Divorced,100.0,1
33,85549,18438,502,Self-Employed,2,4,Divorced,100.0,1
56,51698,10473,640,Salaried,0,3,Divorced,85.64699423687716,1
62,155535,42839,661,Salaried,29,4,Single,22.288272975306544,0
59,133597,134352,557,Salaried,22,4,Married,94.04499750999278,1
56,954,8480,543,Unemployed,0,1,Single,100.0,1
20,12184,2185,535,Student,0,1,Single,83.37001591544859,1
48,97395,7266,626,Salaried,13,3,Single,43.52095668384782,0
22,42974,7712,605,Salaried,2,0,Single,57.84417448669387,1
52,47835,7004,633,Salaried,1,3,Married,52.415475202082696,0
40,42873,5105,632,Salaried,4,2,Married,39.81748773580917,0
46,85257,68518,672,Salaried,16,4,Single,56.637164441238994,1
60,120256,12638,614,Self-Employed,27,0,Married,10.559195694147325,0
28,12000,5016,638,Salaried,1,1,Married,70.09069368323048,1
18,10534,2753,552,Student,0,2,Single,100.0,1
64,93043,48472,646,Salaried,14,2,Married,53.19326639977863,0
29,31679,25920,503,Self-Employed,5,4,Single,100.0,1
26,45626,9730,590,Self-Employed,0,1,Married,92.22856904308048,1
27,31071,14128,623,Salaried,2,0,Married,60.10893126318421,1
61,169689,52939,696,Salaried,31,1,Single,26.663338101863793,0
34,71342,55808,474,Salaried,11,4,Single,100.0,1
55,117181,37796,632,Salaried,18,2,Married,39.81003523996148,0
24,53416,21012,509,Salaried,3,4,Divorced,88.55724722664641,1
63,164822,19202,697,Salaried,27,3,Single,25.088318198973823,0
30,72855,25436,538,Salaried,7,2,Married,74.22647984100965,1
19,2297,5393,491,Student,0,4,Married,100.0,1
59,115033,104131,656,Salaried,19,0,Divorced,66.53124420746491,1
26,584,8516,550,Unemployed,0,0,Married,100.0,1
67,126742,44876,754,Salaried,20,0,Married,7.699134699121089,0
44,110659,47212,604,Self-Employed,13,3,Married,72.69344849968309,1
19,25791,28136,574,Salaried,0,1,Divorced,100.0,1
22,34307,9787,637,Salaried,1,0,Single,72.13250836315456,1
22,7615,2719,469,Student,0,3,Single,100.0,1
54,140432,25317,732,Salaried,25,0,Single,0.0,0
55,107034,8651,608,Self-Employed,10,3,Married,52.682016106131066,0
36,60890,18898,713,Salaried,6,0,Married,37.66314766418532,0
25,31013,24622,608,Salaried,0,1,Single,66.7913764225856,1
65,136000,8503,585,Salaried,17,4,Married,63.08547196913461,1
62,81303,38902,776,Self-Employed,6,0,Married,35.41117965590831,0
18,37455,25971,547,Salaried,0,4,Single,100.0,1
39,94825,36439,614,Self-Employed,19,0,Divorced,43.979616975452295,0
23,2668,2350,475,Student,0,1,Single,100.0,1
34,61621,52239,485,Salaried,10,4,Single,100.0,1
24,22193,13974,483,Salaried,3,3,Married,100.0,1
42,106009,47862,686,Self-Employed,15,0,Married,40.41950462373445,0
62,136521,98367,731,Salaried,26,0,Single,0.4637311293138513,0
21,12000,12426,549,Salaried,0,3,Married,100.0,1
53,97915,30068,652,Salaried,10,1,Married,50.74893362805752,0
23,29978,3124,543,Salaried,3,2,Single,61.178178812964774,1
48,107996,21901,694,Salaried,22,0,Single,18.140742762104097,0
36,58349,9941,617,Salaried,11,3,Married,32.98779759991258,0
61,94193,45089,565,Self-Employed,2,2,Single,91.65906435820621,1
56,57302,12671,659,Salaried,1,0,Divorced,48.23071434140779,0
44,57310,28790,612,Salaried,5,4,Married,99.1148808448743,1
27,431,3505,461,Unemployed,3,3,Divorced,100.0,1
43,134786,24131,585,Self-Employed,23,4,Single,73.62905904920204,1
36,98535,16196,604,Self-Employed,14,1,Divorced,29.92026085965233,0
56,189036,72521,741,Salaried,33,2,Married,4.862326011090103,0
20,46427,4062,514,Self-Employed,0,3,Single,98.70143786586723,1
62,111668,78514,690,Salaried,19,0,Single,22.621591901496416,0
30,28348,24325,676,Salaried,1,0,Single,69.74652279159028,1
67,102920,22275,618,Salaried,13,2,Married,36.03711159921775,0
45,97048,2000,652,Salaried,17,4,Married,21.790818020058808,0
37,86919,56165,568,Self-Employed,1,4,Single,100.0,1
45,17784,9007,557,Salaried,0,3,Married,100.0,1
25,62497,51740,565,Self-Employed,3,3,Single,100.0,1
58,145192,52216,628,Self-Employed,33,4,Married,54.9230968919422,0
56,75981,38596,583,Salaried,10,3,Single,100.0,1
18,12000,2646,502,Salaried,0,4,Married,95.29516227782652,1
20,18364,17894,521,Salaried,0,2,Married,86.0807671675058,1
30,92260,84664,597,Salaried,10,3,Married,100.0,1
45,127572,119107,701,Salaried,22,4,Single,63.91574047162421,1
66,3768,9413,548,Unemployed,37,3,Single,100.0,1
42,74109,36933,651,Salaried,11,0,Married,47.97695598038261,0
50,33782,31400,659,Salaried,2,0,Single,69.462663524578,1
23,6525,4706,532,Student,0,1,Single,100.0,1
23,41091,23105,503,Salaried,3,4,Single,100.0,1
61,145981,29404,702,Self-Employed,29,1,Married,32.84436174319936,0
62,147169,16571,655,Salaried,30,4,Married,34.63006835246709,0
49,135491,100735,673,Salaried,22,3,Married,47.619265996527176,0
62,71702,51146,683,Salaried,0,4,Single,73.74925368583384,1
64,147585,71398,766,Salaried,19,0,Single,2.0550398456542354,0
38,54228,44708,518,Salaried,5,3,Married,100.0,1
33,81298,51559,593,Self-Employed,10,0,Married,82.46722147397732,1
38,72980,7053,575,Salaried,2,3,Single,68.26830500639718,1
21,11085,7644,516,Student,0,4,Married,100.0,1
54,183229,51053,634,Salaried,28,4,Single,45.17879936750917,0
53,61964,59046,661,Salaried,9,0,Divorced,40.74328645209787,0
52,151807,50841,712,Salaried,28,2,Single,18.49213794877548,0
23,13505,2613,474,Student,0,4,Divorced,100.0,1
37,26009,8374,620,Salaried,0,2,Married,50.365452332158206,0
35,60517,30903,499,Salaried,7,3,Married,100.0,1
25,6880,9103,546,Student,0,2,Single,100.0,1
58,117819,35941,630,Salaried,16,0,Married,49.53873142149788,0
20,4815,5881,552,Student,0,1,Married,100.0,1
31,40295,7349,639,Salaried,0,1,Single,50.76310917262951,0
32,94974,43929,584,Self-Employed,12,0,Married,79.4256623809798,1
24,14509,6201,449,Student,0,1,Divorced,100.0,1
18,48374,25877,647,Self-Employed,0,0,Married,84.58696816499898,1
20,28535,22894,520,Salaried,0,4,Married,100.0,1
33,55597,32670,536,Salaried,4,2,Single,86.48632588482793,1
20,9348,4664,554,Student,0,1,Married,100.0,1
28,39748,29941,494,Salaried,1,4,Single,100.0,1
29,42547,41397,588,Salaried,2,1,Married,100.0,1
27,55459,22959,539,Self-Employed,0,3,Divorced,100.0,1
49,136614,69216,648,Salaried,26,0,Married,43.31017654421877,0
